"","i","j","iSam","jSam","het_het","het_homo","homo_het","homo_homo","len_i","len_j","tot_i","tot_j","logicSum","totSum","totMean","totProp","crToIb","ibToCr","ibToIb","fs","iSam_mother","iSam_father","jSam_mother","jSam_father","minTest","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status"
"FIL30_305_M233",244,34,"FIL30_305_M2","FIL20_25_I_M2",5,7,0,0,19,39,87,59,12,146,73,0.164383561643836,11.7542372881356,34.3620689655172,35.8047945205479,54.4221702707968,"FIL30_305",NA,"FIL20_25","FIL20_25",11.7542372881356,"...","FIL30_305","FIL30_305_M2","FIL30_305_M2-4","FIL30_305|FIL30_305_M2|FIL30_305_M2-4",94,9,85,88,NA,88,67,67,NA,FALSE,FALSE,79,79,NA,1,TRUE,NA,FALSE,"FIL30_305_M2_4",35.0642491077725,"Cross","...","FIL20_25","FIL20_25_I_M2","Fil20_25_I_M2_1","FIL20_25|FIL20_25_I_M2|Fil20_25_I_M2_1",69,4,65,60,18,42,19,16,3,TRUE,FALSE,56,38,18,0.678571428571429,FALSE,"FIL20_25",TRUE,"FIL20_25_I_M2_1",61.8181587370858,"Self"
"FIL20_66_E_M244",44,45,"FIL20_66_E_M2","FIL20_66_F_M2",7,1,0,0,26,22,60,38,8,98,49,0.163265306122449,7.02631578947368,18.45,23.8724489795918,25.2122807017544,"FIL20_66",NA,"FIL20_66","FIL20_66",7.02631578947368,"...","FIL20_66","FIL20_66_E_M2","Fil20_66_E_M2_1","FIL20_66|FIL20_66_E_M2|Fil20_66_E_M2_1",74,21,53,62,NA,62,31,31,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_E_M2_1",79.8706641981041,"Cross","...","FIL20_66","FIL20_66_F_M2","Fil20_66_F_M2_1","FIL20_66|FIL20_66_F_M2|Fil20_66_F_M2_1",43,6,37,39,5,34,15,15,NA,TRUE,FALSE,34,29,5,0.852941176470588,FALSE,"FIL20_66",TRUE,"FIL20_66_F_M2_1",61.5786972680514,"Self"
"FIL30_307_M2263",246,264,"FIL30_307_M2","FIL30_33_B_M2",8,0,0,0,11,10,78,20,8,98,49,0.163265306122449,3.6,25.4615384615385,24.6683673469388,25.0410256410256,"FIL30_307",NA,"FIL30_33",NA,3.6,"...","FIL30_307","FIL30_307_M2","FIL30_307_M2-4","FIL30_307|FIL30_307_M2|FIL30_307_M2-4",88,11,77,79,NA,79,60,60,NA,FALSE,FALSE,70,70,NA,1,TRUE,NA,FALSE,"FIL30_307_M2_4",41.086747401498,"Cross","...","FIL30_33","FIL30_33_B_M2","Fil30_33_B_M2_1","FIL30_33|FIL30_33_B_M2|Fil30_33_B_M2_1",24,5,19,22,NA,22,9,9,NA,TRUE,FALSE,18,18,NA,1,TRUE,NA,FALSE,"FIL30_33_B_M2_1",48.3329823557864,"Cross"
"FIL30_33_B_M2245",264,246,"FIL30_33_B_M2","FIL30_307_M2",8,0,0,0,10,11,20,78,8,98,49,0.163265306122449,25.4615384615385,3.6,24.6683673469388,25.0410256410256,"FIL30_33",NA,"FIL30_307",NA,3.6,"...","FIL30_33","FIL30_33_B_M2","Fil30_33_B_M2_1","FIL30_33|FIL30_33_B_M2|Fil30_33_B_M2_1",24,5,19,22,NA,22,9,9,NA,TRUE,FALSE,18,18,NA,1,TRUE,NA,FALSE,"FIL30_33_B_M2_1",48.3329823557864,"Cross","...","FIL30_307","FIL30_307_M2","FIL30_307_M2-4","FIL30_307|FIL30_307_M2|FIL30_307_M2-4",88,11,77,79,NA,79,60,60,NA,FALSE,FALSE,70,70,NA,1,TRUE,NA,FALSE,"FIL30_307_M2_4",41.086747401498,"Cross"
"FIL30_481_M2413",420,414,"FIL30_481_M2","FIL30_475_M2",11,0,0,0,25,35,85,50,11,135,67.5,0.162962962962963,10.26,24.7705882352941,34.0027777777778,31.1870588235294,"FIL30_481",NA,"FIL30_475","FIL30_475",10.26,"...","FIL30_481","FIL30_481_M2","FIL30.481.M2","FIL30_481|FIL30_481_M2|FIL30.481.M2",95,28,67,85,NA,85,56,56,NA,FALSE,FALSE,67,67,NA,1,TRUE,NA,FALSE,"FIL30_481_M2",57.7590652730182,"Cross","...","FIL30_475","FIL30_475_M2","FIL30.475.M2","FIL30_475|FIL30_475_M2|FIL30.475.M2",62,8,54,52,7,45,13,12,1,FALSE,FALSE,47,41,6,0.872340425531915,FALSE,"FIL30_475",TRUE,"FIL30_475_M2",53.8337080755005,"Self"
"FIL30_237_M231",180,32,"FIL30_237_M2","FIL20_25_G_M2",10,0,0,0,52,35,81,42,10,123,61.5,0.16260162601626,8.14285714285714,24.2037037037037,31.0030487804878,28.7310405643739,"FIL30_237",NA,"FIL20_25","FIL20_25",8.14285714285714,"...","FIL30_237","FIL30_237_M2","FIL30_237_M2-4","FIL30_237|FIL30_237_M2|FIL30_237_M2-4",98,14,84,82,NA,82,24,24,NA,FALSE,FALSE,72,72,NA,1,TRUE,NA,FALSE,"FIL30_237_M2_4",34.7985077292588,"Cross","...","FIL20_25","FIL20_25_G_M2","Fil20_25_G_M2_1","FIL20_25|FIL20_25_G_M2|Fil20_25_G_M2_1",51,5,46,43,11,32,7,7,NA,TRUE,FALSE,38,29,9,0.763157894736842,FALSE,"FIL20_25",TRUE,"FIL20_25_G_M2_1",42.1896035005749,"Self"
"FIL30_123_M2735",76,736,"FIL30_123_M2","FIL30_85_F_M2",12,0,1,0,19,28,123,38,13,161,80.5,0.161490683229814,6.36842105263158,39.0609756097561,39.8159937888199,42.4204107830552,"FIL30_123",NA,"FIL30_85",NA,6.36842105263158,"...","FIL30_123","FIL30_123_M2","FIL30_123_M2-2","FIL30_123|FIL30_123_M2|FIL30_123_M2-2",136,29,107,125,1,124,100,100,NA,FALSE,FALSE,105,104,1,0.990476190476191,FALSE,NA,FALSE,"FIL30_123_M2_2",46.8506528590557,"Ambiguous","...","FIL30_85","FIL30_85_F_M2","Fil30_85_F_M2_1","FIL30_85|FIL30_85_F_M2|Fil30_85_F_M2_1",46,9,37,39,NA,39,9,9,NA,TRUE,FALSE,34,34,NA,1,TRUE,NA,FALSE,"FIL30_85_F_M2_1",55.6903153635591,"Cross"
"FIL30_85_F_M275",736,76,"FIL30_85_F_M2","FIL30_123_M2",12,1,0,0,28,19,38,123,13,161,80.5,0.161490683229814,39.0609756097561,6.36842105263158,39.8159937888199,42.4204107830552,"FIL30_85",NA,"FIL30_123",NA,6.36842105263158,"...","FIL30_85","FIL30_85_F_M2","Fil30_85_F_M2_1","FIL30_85|FIL30_85_F_M2|Fil30_85_F_M2_1",46,9,37,39,NA,39,9,9,NA,TRUE,FALSE,34,34,NA,1,TRUE,NA,FALSE,"FIL30_85_F_M2_1",55.6903153635591,"Cross","...","FIL30_123","FIL30_123_M2","FIL30_123_M2-2","FIL30_123|FIL30_123_M2|FIL30_123_M2-2",136,29,107,125,1,124,100,100,NA,FALSE,FALSE,105,104,1,0.990476190476191,FALSE,NA,FALSE,"FIL30_123_M2_2",46.8506528590557,"Ambiguous"
"FIL20_20_A_M2222",25,223,"FIL20_20_A_M2","FIL30_283_M2",14,0,0,0,41,30,66,111,14,177,88.5,0.15819209039548,32.7972972972973,13.9090909090909,45.0190677966102,41.9709254709255,"FIL20_20",NA,"FIL30_283",NA,13.9090909090909,"...","FIL20_20","FIL20_20_A_M2","Fil20_20_A_M2_1","FIL20_20|FIL20_20_A_M2|Fil20_20_A_M2_1",76,4,72,67,NA,67,25,25,NA,TRUE,FALSE,64,64,NA,1,TRUE,NA,FALSE,"FIL20_20_A_M2_1",71.0978573974045,"Cross","...","FIL30_283","FIL30_283_M2","FIL30.283.M2","FIL30_283|FIL30_283_M2|FIL30.283.M2",136,45,91,111,NA,111,70,70,NA,FALSE,FALSE,82,82,NA,1,TRUE,NA,FALSE,"FIL30_283_M2",69.674429867341,"Cross"
"FIL30_283_M224",223,25,"FIL30_283_M2","FIL20_20_A_M2",14,0,0,0,30,41,111,66,14,177,88.5,0.15819209039548,13.9090909090909,32.7972972972973,45.0190677966102,41.9709254709255,"FIL30_283",NA,"FIL20_20",NA,13.9090909090909,"...","FIL30_283","FIL30_283_M2","FIL30.283.M2","FIL30_283|FIL30_283_M2|FIL30.283.M2",136,45,91,111,NA,111,70,70,NA,FALSE,FALSE,82,82,NA,1,TRUE,NA,FALSE,"FIL30_283_M2",69.674429867341,"Cross","...","FIL20_20","FIL20_20_A_M2","Fil20_20_A_M2_1","FIL20_20|FIL20_20_A_M2|Fil20_20_A_M2_1",76,4,72,67,NA,67,25,25,NA,TRUE,FALSE,64,64,NA,1,TRUE,NA,FALSE,"FIL20_20_A_M2_1",71.0978573974045,"Cross"
"FIL30_231_M2187",175,188,"FIL30_231_M2","FIL30_247_M2",8,3,0,0,26,28,92,48,11,140,70,0.157142857142857,7.125,32.0869565217391,34.0142857142857,42.0579710144928,"FIL30_231",NA,"FIL30_247","FIL30_247",7.125,"...","FIL30_231","FIL30_231_M2","FIL30_231_M2-3","FIL30_231|FIL30_231_M2|FIL30_231_M2-3",104,21,83,93,NA,93,60,60,NA,FALSE,FALSE,80,80,NA,1,TRUE,NA,FALSE,"FIL30_231_M2_3",36.4413993664861,"Cross","...","FIL30_247","FIL30_247_M2","FIL30_247_M2-4","FIL30_247|FIL30_247_M2|FIL30_247_M2-4",51,6,45,49,10,39,20,13,7,FALSE,FALSE,44,34,10,0.772727272727273,FALSE,"FIL30_247",TRUE,"FIL30_247_M2_4",43.0829170855614,"Self"
"FIL20_66_D_M243",43,44,"FIL20_66_D_M2","FIL20_66_E_M2",9,0,0,0,35,26,55,60,9,115,57.5,0.156521739130435,16.05,13.9181818181818,29.3510869565217,27.1454545454545,"FIL20_66",NA,"FIL20_66",NA,13.9181818181818,"...","FIL20_66","FIL20_66_D_M2","Fil20_66_D_M2_1","FIL20_66|FIL20_66_D_M2|Fil20_66_D_M2_1",64,9,55,57,NA,57,20,20,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_D_M2_1",92.8383482262631,"Cross","...","FIL20_66","FIL20_66_E_M2","Fil20_66_E_M2_1","FIL20_66|FIL20_66_E_M2|Fil20_66_E_M2_1",74,21,53,62,NA,62,31,31,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_E_M2_1",79.8706641981041,"Cross"
"FIL20_66_E_M242",44,43,"FIL20_66_E_M2","FIL20_66_D_M2",9,0,0,0,26,35,60,55,9,115,57.5,0.156521739130435,13.9181818181818,16.05,29.3510869565217,27.1454545454545,"FIL20_66",NA,"FIL20_66",NA,13.9181818181818,"...","FIL20_66","FIL20_66_E_M2","Fil20_66_E_M2_1","FIL20_66|FIL20_66_E_M2|Fil20_66_E_M2_1",74,21,53,62,NA,62,31,31,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_E_M2_1",79.8706641981041,"Cross","...","FIL20_66","FIL20_66_D_M2","Fil20_66_D_M2_1","FIL20_66|FIL20_66_D_M2|Fil20_66_D_M2_1",64,9,55,57,NA,57,20,20,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_D_M2_1",92.8383482262631,"Cross"
"FIL30_260_M2132",201,133,"FIL30_260_M2","FIL30_185_M2",13,0,0,0,41,41,111,57,13,168,84,0.154761904761905,11.3947368421053,34.0675675675676,43.0357142857143,40.9748696064486,"FIL30_260",NA,"FIL30_185","FIL30_185",11.3947368421053,"...","FIL30_260","FIL30_260_M2","FIL30_260_M2-4","FIL30_260|FIL30_260_M2|FIL30_260_M2-4",138,36,102,112,NA,112,58,58,NA,FALSE,FALSE,88,88,NA,1,TRUE,NA,FALSE,"FIL30_260_M2_4",53.2422288394482,"Cross","...","FIL30_185","FIL30_185_M2","FIL30_185_M2-3","FIL30_185|FIL30_185_M2|FIL30_185_M2-3",64,17,47,59,13,46,15,9,6,FALSE,FALSE,46,34,12,0.739130434782609,FALSE,"FIL30_185",TRUE,"FIL30_185_M2_3",48.1490682361335,"Self"
"FIL30_123_M2733",76,734,"FIL30_123_M2","FIL30_85_C_M2",2,9,1,0,19,27,123,36,12,159,79.5,0.150943396226415,9.83333333333333,55.6463414634146,41.9646226415094,71.7872628726287,"FIL30_123",NA,"FIL30_85","FIL30_85",9.83333333333333,"...","FIL30_123","FIL30_123_M2","FIL30_123_M2-2","FIL30_123|FIL30_123_M2|FIL30_123_M2-2",136,29,107,125,1,124,100,100,NA,FALSE,FALSE,105,104,1,0.990476190476191,FALSE,NA,FALSE,"FIL30_123_M2_2",46.8506528590557,"Ambiguous","...","FIL30_85","FIL30_85_C_M2","Fil30_85_C_M2_1","FIL30_85|FIL30_85_C_M2|Fil30_85_C_M2_1",47,13,34,38,13,25,8,8,NA,TRUE,FALSE,32,22,10,0.6875,FALSE,"FIL30_85",TRUE,"FIL30_85_C_M2_1",59.1921283504532,"Self"
"FIL30_305_M229",244,30,"FIL30_305_M2","FIL20_25_E_M2",11,0,0,0,19,38,87,60,11,147,73.5,0.149659863945578,14.05,25.6724137931034,38.0637755102041,36.3149425287356,"FIL30_305",NA,"FIL20_25","FIL20_25",14.05,"...","FIL30_305","FIL30_305_M2","FIL30_305_M2-4","FIL30_305|FIL30_305_M2|FIL30_305_M2-4",94,9,85,88,NA,88,67,67,NA,FALSE,FALSE,79,79,NA,1,TRUE,NA,FALSE,"FIL30_305_M2_4",35.0642491077725,"Cross","...","FIL20_25","FIL20_25_E_M2","Fil20_25_E_M2_1","FIL20_25|FIL20_25_E_M2|Fil20_25_E_M2_1",72,4,68,61,6,55,21,21,NA,TRUE,FALSE,57,51,6,0.894736842105263,FALSE,"FIL20_25",TRUE,"FIL20_25_E_M2_1",49.3165830227906,"Self"
"FIL30_717_M2666",629,667,"FIL30_717_M2","FIL30_761_M2",18,0,0,0,19,18,133,108,18,241,120.5,0.149377593360996,27,37.8082706766917,62.4413900414938,59.3721804511278,"FIL30_717",NA,"FIL30_761",NA,27,"...","FIL30_717","FIL30_717_M2","FIL30.717.M2","FIL30_717|FIL30_717_M2|FIL30.717.M2",148,32,116,135,1,134,105,105,NA,TRUE,FALSE,110,110,NA,1,TRUE,NA,FALSE,"FIL30_717_M2",52.9593707794534,"Cross","...","FIL30_761","FIL30_761_M2","FIL30.761.M2","FIL30_761|FIL30_761_M2|FIL30.761.M2",127,24,103,109,NA,109,82,82,NA,FALSE,FALSE,93,93,NA,1,TRUE,NA,FALSE,"FIL30_761_M2",NA,"Cross"
"FIL30_761_M2628",667,629,"FIL30_761_M2","FIL30_717_M2",18,0,0,0,18,19,108,133,18,241,120.5,0.149377593360996,37.8082706766917,27,62.4413900414938,59.3721804511278,"FIL30_761",NA,"FIL30_717",NA,27,"...","FIL30_761","FIL30_761_M2","FIL30.761.M2","FIL30_761|FIL30_761_M2|FIL30.761.M2",127,24,103,109,NA,109,82,82,NA,FALSE,FALSE,93,93,NA,1,TRUE,NA,FALSE,"FIL30_761_M2",NA,"Cross","...","FIL30_717","FIL30_717_M2","FIL30.717.M2","FIL30_717|FIL30_717_M2|FIL30.717.M2",148,32,116,135,1,134,105,105,NA,TRUE,FALSE,110,110,NA,1,TRUE,NA,FALSE,"FIL30_717_M2",52.9593707794534,"Cross"
"FIL20_161_F_M216",16,17,"FIL20_161_F_M2","FIL20_161_G_M2",10,0,0,0,22,36,42,93,10,135,67.5,0.148148148148148,29.7258064516129,8.14285714285714,35.0694444444444,34.4124423963134,"FIL20_161",NA,"FIL20_161",NA,8.14285714285714,"...","FIL20_161","FIL20_161_F_M2","Fil20_161_F_M2_1","FIL20_161|FIL20_161_F_M2|Fil20_161_F_M2_1",49,12,37,44,2,42,20,20,NA,TRUE,FALSE,36,34,2,0.944444444444444,FALSE,NA,FALSE,"FIL20_161_F_M2_1",54.4809977632488,"Ambiguous","...","FIL20_161","FIL20_161_G_M2","Fil20_161_G_M2_1","FIL20_161|FIL20_161_G_M2|Fil20_161_G_M2_1",104,17,87,95,NA,95,56,56,NA,TRUE,FALSE,83,83,NA,1,TRUE,NA,FALSE,"FIL20_161_G_M2_1",45.0053428097403,"Cross"
"FIL20_161_G_M215",17,16,"FIL20_161_G_M2","FIL20_161_F_M2",10,0,0,0,36,22,93,42,10,135,67.5,0.148148148148148,8.14285714285714,29.7258064516129,35.0694444444444,34.4124423963134,"FIL20_161",NA,"FIL20_161",NA,8.14285714285714,"...","FIL20_161","FIL20_161_G_M2","Fil20_161_G_M2_1","FIL20_161|FIL20_161_G_M2|Fil20_161_G_M2_1",104,17,87,95,NA,95,56,56,NA,TRUE,FALSE,83,83,NA,1,TRUE,NA,FALSE,"FIL20_161_G_M2_1",45.0053428097403,"Cross","...","FIL20_161","FIL20_161_F_M2","Fil20_161_F_M2_1","FIL20_161|FIL20_161_F_M2|Fil20_161_F_M2_1",49,12,37,44,2,42,20,20,NA,TRUE,FALSE,36,34,2,0.944444444444444,FALSE,NA,FALSE,"FIL20_161_F_M2_1",54.4809977632488,"Ambiguous"
"FIL30_85_G_M227",737,28,"FIL30_85_G_M2","FIL20_20_J_M2",6,1,0,0,27,33,46,49,7,95,47.5,0.147368421052632,12.8265306122449,13.3478260869565,24.025,26.5346051464064,"FIL30_85",NA,"FIL20_20","FIL20_20",12.8265306122449,"...","FIL30_85","FIL30_85_G_M2","Fil30_85_G_M2_1","FIL30_85|FIL30_85_G_M2|Fil30_85_G_M2_1",48,3,45,47,NA,47,18,18,NA,TRUE,FALSE,44,44,NA,1,TRUE,NA,FALSE,"FIL30_85_G_M2_1",52.3421349430027,"Cross","...","FIL20_20","FIL20_20_J_M2","Fil20_20_J_M2_1","FIL20_20|FIL20_20_J_M2|Fil20_20_J_M2_1",64,7,57,51,8,43,14,13,1,TRUE,FALSE,47,39,8,0.829787234042553,FALSE,"FIL20_20",TRUE,"FIL20_20_J_M2_1",55.4387340490115,"Self"
"FIL20_161_E_M218",15,19,"FIL20_161_E_M2","FIL20_161_I_M2",5,1,0,0,24,21,49,33,6,82,41,0.146341463414634,6.95454545454546,16.030612244898,20.7256097560976,23.5355596784168,"FIL20_161",NA,"FIL20_161","FIL20_161",6.95454545454546,"...","FIL20_161","FIL20_161_E_M2","Fil20_161_E_M2_1","FIL20_161|FIL20_161_E_M2|Fil20_161_E_M2_1",60,13,47,51,NA,51,24,24,NA,TRUE,FALSE,42,42,NA,1,TRUE,NA,FALSE,"FIL20_161_E_M2_1",70.4808573519194,"Cross","...","FIL20_161","FIL20_161_I_M2","Fil20_161_I_M2_1","FIL20_161|FIL20_161_I_M2|Fil20_161_I_M2_1",35,2,33,34,6,28,12,12,NA,TRUE,FALSE,32,26,6,0.8125,FALSE,"FIL20_161",TRUE,"FIL20_161_I_M2_1",51.1738566504567,"Self"
"FIL20_66_E_M2131",44,132,"FIL20_66_E_M2","FIL30_184_M2",10,0,0,0,26,12,60,77,10,137,68.5,0.145985401459854,22.3961038961039,15,35.7545620437956,34.4307359307359,"FIL20_66",NA,"FIL30_184",NA,15,"...","FIL20_66","FIL20_66_E_M2","Fil20_66_E_M2_1","FIL20_66|FIL20_66_E_M2|Fil20_66_E_M2_1",74,21,53,62,NA,62,31,31,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_E_M2_1",79.8706641981041,"Cross","...","FIL30_184","FIL30_184_M2","FIL30_184_M2-3","FIL30_184|FIL30_184_M2|FIL30_184_M2-3",85,18,67,78,NA,78,62,62,NA,FALSE,FALSE,64,64,NA,1,TRUE,NA,FALSE,"FIL30_184_M2_3",36.2415184236573,"Cross"
"FIL30_184_M243",132,44,"FIL30_184_M2","FIL20_66_E_M2",10,0,0,0,12,26,77,60,10,137,68.5,0.145985401459854,15,22.3961038961039,35.7545620437956,34.4307359307359,"FIL30_184",NA,"FIL20_66",NA,15,"...","FIL30_184","FIL30_184_M2","FIL30_184_M2-3","FIL30_184|FIL30_184_M2|FIL30_184_M2-3",85,18,67,78,NA,78,62,62,NA,FALSE,FALSE,64,64,NA,1,TRUE,NA,FALSE,"FIL30_184_M2_3",36.2415184236573,"Cross","...","FIL20_66","FIL20_66_E_M2","Fil20_66_E_M2_1","FIL20_66|FIL20_66_E_M2|Fil20_66_E_M2_1",74,21,53,62,NA,62,31,31,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_E_M2_1",79.8706641981041,"Cross"
"FIL20_97_F_M2366",50,367,"FIL20_97_F_M2","FIL30_43_A_M2",5,0,0,0,27,8,42,27,5,69,34.5,0.144927536231884,6.27777777777778,12.7857142857143,18.0489130434783,17.542328042328,"FIL20_97",NA,"FIL30_43",NA,6.27777777777778,"...","FIL20_97","FIL20_97_F_M2","Fil20_97_F_M2_1","FIL20_97|FIL20_97_F_M2|Fil20_97_F_M2_1",52,17,35,43,6,37,14,14,NA,TRUE,FALSE,34,31,3,0.911764705882353,FALSE,NA,FALSE,"FIL20_97_F_M2_1",39.6351090534377,"Ambiguous","...","FIL30_43","FIL30_43_A_M2","Fil30_43_A_M2_1","FIL30_43|FIL30_43_A_M2|Fil30_43_A_M2_1",36,2,34,35,NA,35,19,19,NA,TRUE,FALSE,26,26,NA,1,TRUE,NA,FALSE,"FIL30_43_A_M2_1",59.6832281434657,"Cross"
"FIL30_43_A_M249",367,50,"FIL30_43_A_M2","FIL20_97_F_M2",5,0,0,0,8,27,27,42,5,69,34.5,0.144927536231884,12.7857142857143,6.27777777777778,18.0489130434783,17.542328042328,"FIL30_43",NA,"FIL20_97",NA,6.27777777777778,"...","FIL30_43","FIL30_43_A_M2","Fil30_43_A_M2_1","FIL30_43|FIL30_43_A_M2|Fil30_43_A_M2_1",36,2,34,35,NA,35,19,19,NA,TRUE,FALSE,26,26,NA,1,TRUE,NA,FALSE,"FIL30_43_A_M2_1",59.6832281434657,"Cross","...","FIL20_97","FIL20_97_F_M2","Fil20_97_F_M2_1","FIL20_97|FIL20_97_F_M2|Fil20_97_F_M2_1",52,17,35,43,6,37,14,14,NA,TRUE,FALSE,34,31,3,0.911764705882353,FALSE,NA,FALSE,"FIL20_97_F_M2_1",39.6351090534377,"Ambiguous"
"FIL30_43_A_M248",367,49,"FIL30_43_A_M2","FIL20_97_D_M2",4,1,0,0,8,30,27,44,5,71,35.5,0.140845070422535,13.2272727272727,7.27777777777778,18.1461267605634,21.4124579124579,"FIL30_43",NA,"FIL20_97","FIL20_97",7.27777777777778,"...","FIL30_43","FIL30_43_A_M2","Fil30_43_A_M2_1","FIL30_43|FIL30_43_A_M2|Fil30_43_A_M2_1",36,2,34,35,NA,35,19,19,NA,TRUE,FALSE,26,26,NA,1,TRUE,NA,FALSE,"FIL30_43_A_M2_1",59.6832281434657,"Cross","...","FIL20_97","FIL20_97_D_M2","Fil20_97_D_M2_1","FIL20_97|FIL20_97_D_M2|Fil20_97_D_M2_1",51,13,38,45,5,40,14,14,NA,TRUE,FALSE,38,33,5,0.868421052631579,FALSE,"FIL20_97",TRUE,"FIL20_97_D_M2_1",42.2971916099541,"Self"
"FIL30_292_M2203",232,204,"FIL30_292_M2","FIL30_264_M2",0,8,0,0,11,26,80,34,8,114,57,0.140350877192982,12.2941176470588,40,33.4868421052632,57,"FIL30_292",NA,"FIL30_264","FIL30_264",12.2941176470588,"...","FIL30_292","FIL30_292_M2","FIL30_292_M2-4","FIL30_292|FIL30_292_M2|FIL30_292_M2-4",91,13,78,81,NA,81,63,63,NA,FALSE,FALSE,71,71,NA,1,TRUE,NA,FALSE,"FIL30_292_M2_4",50.9984040196283,"Cross","...","FIL30_264","FIL30_264_M2","FIL30_264_M2-4","FIL30_264|FIL30_264_M2|FIL30_264_M2-4",35,9,26,35,13,22,8,6,2,FALSE,FALSE,26,16,10,0.615384615384615,FALSE,"FIL30_264",TRUE,"FIL30_264_M2_4",42.9988689707872,"Self"
"FIL30_462_M2579",401,580,"FIL30_462_M2","FIL30_659_M2",1,8,0,0,18,11,48,81,9,129,64.5,0.13953488372093,27.2777777777778,22.0625,36.375,60.5663580246914,"FIL30_462",NA,"FIL30_659","FIL30_659",22.0625,"...","FIL30_462","FIL30_462_M2","FIL30.462.M2","FIL30_462|FIL30_462_M2|FIL30.462.M2",52,10,42,50,5,45,29,29,NA,FALSE,FALSE,41,37,4,0.902439024390244,FALSE,NA,FALSE,"FIL30_462_M2",52.613300986079,"Ambiguous","...","FIL30_659","FIL30_659_M2","FIL30.659.M2","FIL30_659|FIL30_659_M2|FIL30.659.M2",88,12,76,82,35,47,67,41,26,FALSE,FALSE,73,38,35,0.520547945205479,FALSE,"FIL30_659",TRUE,"FIL30_659_M2",48.9354169092689,"Self"
"FIL30_237_M228",180,29,"FIL30_237_M2","FIL20_25_A_M2",6,3,0,0,52,33,81,49,9,130,65,0.138461538461538,9.80612244897959,29.8333333333333,33.2423076923077,43.3582766439909,"FIL30_237",NA,"FIL20_25","FIL20_25",9.80612244897959,"...","FIL30_237","FIL30_237_M2","FIL30_237_M2-4","FIL30_237|FIL30_237_M2|FIL30_237_M2-4",98,14,84,82,NA,82,24,24,NA,FALSE,FALSE,72,72,NA,1,TRUE,NA,FALSE,"FIL30_237_M2_4",34.7985077292588,"Cross","...","FIL20_25","FIL20_25_A_M2","Fil20_25_A_M2_1","FIL20_25|FIL20_25_A_M2|Fil20_25_A_M2_1",59,5,54,50,14,36,15,13,2,TRUE,FALSE,45,34,11,0.755555555555556,FALSE,"FIL20_25",TRUE,"FIL20_25_A_M2_1",56.9388111234489,"Self"
"FIL30_462_M2561",401,562,"FIL30_462_M2","FIL30_631_M2",4,0,4,0,18,28,48,71,8,119,59.5,0.134453781512605,28.1760563380282,11,31.0451680672269,44.6173708920188,"FIL30_462",NA,"FIL30_631",NA,11,"...","FIL30_462","FIL30_462_M2","FIL30.462.M2","FIL30_462|FIL30_462_M2|FIL30.462.M2",52,10,42,50,5,45,29,29,NA,FALSE,FALSE,41,37,4,0.902439024390244,FALSE,NA,FALSE,"FIL30_462_M2",52.613300986079,"Ambiguous","...","FIL30_631","FIL30_631_M2","FIL30.631.M2","FIL30_631|FIL30_631_M2|FIL30.631.M2",77,11,66,71,NA,71,41,41,NA,FALSE,FALSE,61,61,NA,1,TRUE,NA,FALSE,"FIL30_631_M2",47.5345883080192,"Cross"
"FIL30_631_M2400",562,401,"FIL30_631_M2","FIL30_462_M2",4,4,0,0,28,18,71,48,8,119,59.5,0.134453781512605,11,28.1760563380282,31.0451680672269,44.6173708920188,"FIL30_631",NA,"FIL30_462",NA,11,"...","FIL30_631","FIL30_631_M2","FIL30.631.M2","FIL30_631|FIL30_631_M2|FIL30.631.M2",77,11,66,71,NA,71,41,41,NA,FALSE,FALSE,61,61,NA,1,TRUE,NA,FALSE,"FIL30_631_M2",47.5345883080192,"Cross","...","FIL30_462","FIL30_462_M2","FIL30.462.M2","FIL30_462|FIL30_462_M2|FIL30.462.M2",52,10,42,50,5,45,29,29,NA,FALSE,FALSE,41,37,4,0.902439024390244,FALSE,NA,FALSE,"FIL30_462_M2",52.613300986079,"Ambiguous"
